institute,field,why,expectations,level,advice,rating_value,expectations_grade,level_grade,predictions
אוניברסיטת תל אביב,אומנות התיאטרון,בגלל התיאטרון הקהילתי- עבודה עם קבוצות שונות בקהילה דרך כלי התיאטרון.,אני מרוצה.,הרמה טובה בעיניי.,לקחת כמה שיותר קורסים שמעניינים אותך ולא לעשות את התואר הזה כבדרך אגב כי הדרך יותר חשובה מהתוצאה.,8,10.0,10.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,כי אני אוהבת תיאטרון ומחזות,ציפיתי ליותר שיעורים מעשיים ופחות זיקה פוליטית בחלק מהשיעורים,רמה טובה אין עומס בכיתות,תמצאו משהו יותר כלכלי ללמוד :),7,10.0,9.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,"כי תמיד הייתי שחקנית ונמשכתי לתחום, גם יש לי ניסיון בו",חסרים שיעורי משחק ובימוי,"מעט סטודנטים, יחס אישי",להאמין בעצמם,8,5.0,10.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,"מתוך הרצון להיחשף למצע רחב ביותר שקשור לאומנות התיאטרון. ללמוד באופן אקדמי ולצאת עם תואר ראשון, ללמוד מגוון תחומים במסגרת התואר הראשון תוך מחשבה על מיקוד לתחום התמחות בלימודי תואר שני","ציפיתי שיהיו יותר שיעורים שמתמקדים בבימוי, לצערי האפשרויות הרחבות קיימות רק בתואר השני","ברוב הקורסים הנוכחות גבוה למרות שלא נבדקת, לדעתי קיימים קורסים שהמרצים בהם יכולים לדרוש יותר מהסטודנטים ממה שהם דורשים בפועל","לצאת מנקודת הנחה שאם אתם לא מוכנים לתת מעצמכם הרבה, לא תקבלו יותר מדי מהתואר",7,5.0,1.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,"תיאטרון תמיד היה חלק מהחיים שלי וזו הייתה הבחירה הטבעית, מגדר עניין אותי ורציתי לשלב בין השניים.","המסלול של לימודי מגדר בהחלט עונה על הציפיות שלי, הוא מציע המון אפשרויות וגיוון. המסלול של תיאטרון דל יחסית ואין מספיק אפשרויות לבחירה.",בקורסי מבוא/ חובה יש יותר סטודנטים מאשר בקורסי בחירה או סמינרים. רמת הלימודים גבוהה.,"הייתי מוותרת על לימודי תיאטרון באוניברסיטה ובודקת אופציות אחרות- או בבי""ס למשחק או חוגים אחרים, כמו למשל הרב- תחומי באמנויות שכולל בתוכו גם תיאטרון.",8,5.0,5.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,רציתי לשלב בין שתי האהבות שלי - תיאטרון וקולנוע,"כשבוחרים ללכת על דו חוגי, אי אפשר באמת לחוות לעומק כל חוג. ככה יוצא שלומדים בעיקר חומר עיוני מאשר להתנסות בפרקטיקה","זה משתנה. בקולנוע יש יותר נוכחות. בתיאטרון זה תלוי בקורס. לרוב לא קוראים נוכחות, אז חצי מהכיתה תהיה ריקה אם השיעור הוא ב8 בבוקר או שיעור מייגע..במעבדות (החלק המעשי) הנוכחות היא חובה והסטודנטים באים כי כיף להם, לא כי הם חייבים (לרוב)",אולי שיתמקדו בחוג אחד.,6,1.0,1.0,6
אוניברסיטת תל אביב,אומנות התיאטרון,"חיפשתי מסלול לימודים שיש לי חיבור אליו ושמעניין אותי, אך שיהיה גם פרקטי לעתיד ורלוונטי לשוק העבודה.","חסרו לי בשנה הראשונה קורסים מעשיים. רוב הקורסים היו עיוניים, וזה הוציא לי קצת את החשק להמשיך ללמוד.","רמת הלימודים בינונית לדעתי, גם בשל החלוקה הבלתי שווה בין קורסים מעשיים לעיוניים, גם מבחינת רמת העניין של החומר הנלמד בקורסים-( בהרבה קורסים זה מרגיש יותר כמו היסטוריה או פילוסופיה מאשר כמו תיאטרון), וגם מבחינת אי-המקצועיות של אחת מן המתרגלות שאיתה למדתי ה","לדבר אם בוגרים או אנשים שנמצאים כרגע בתוך המסלול, כי הם יוכלו לתת את המידע הכי אמין ומדוייק, וללא אינטרסים.",7,5.0,3.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,באתי מהפות חובבים ועניין אותי התחום של הפקות ועשיה תאטרונית.,הוא חושף הרבה דברים שלא הכרתי אבל בעיקר בטעימות ואין ממש מיקוד.,עדין חסרים המון כלים ומיקוד אצל הרבה מאד מרצים . והמחסור במסלולים ממקודים או ביותר שיעורים בנושאים מסויימים גורם להתפזרות.,"אם ברצונך ללמוד משחק לך ללמוד בבי""ס למשחק, פה חוקרים בפיזור מוחלט.",8,1.0,1.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,כי רציתי ללמוד תיאטרון,"למדתי המון, הרגשתי שגם התנסתי בכל מיני דברים.
ובעיקר הייתה אוירה שכיף ללמוד בה ומורים שכיף ללמוד מהם.",כמות סטודנטים סבירה שיעורי מעבדה מעולים מתרגלים היו בסדר גמור רוב הזמן יש אתגר אינטלקטואלי,"תבואו פתוחים. תיאטרון זה לא רק משחק, זה עולם שלם. ואם אתם רוצים להיות שחקנים ואתם יודעים את זה, תבואו, תעשו תואר ואז תלכו ללמוד משחק.",8,10.0,1.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,החלטתי לעשות תואר בתחומים שמעניינים אותי ואלו שני התחומים המעניינים ביותר מבחינתי,"באומנות התיאטרון ציפיתי שהדגש יהיה על משחק אך החומר הוא יותר עיוני ופחות מעשי והדגש הוא על כל היבטי התיאטרון , בארכאולוגיה יש הרבה מבואות אבל החפירה הלימודית הייתה מאוד מעשירה ומהנה ולימודי שנה הבאה יהיו יותר ממוקדים כך שיהיה יותר מעניין",רמת הלימודים בשני המסלולים שלי טובה בארכאולוגיה יש קצת פחות סטודנטים . יש קורסים פחות מעניינים ואז אם אין חובת הגעה הם לרוב לא יהיו הכי מלאים,"לבדוק כמה אוניברסיטאות ולבדוק אילו קורסים מוצעים במסגרת החוג, בכדי להבין האם זה תואם את הציפיות או את תחומי העניין",9,10.0,5.0,9
אוניברסיטת תל אביב,אומנות התיאטרון,זה התחום שהכי עניין אותי,פחות מדי מעשי,"מתרגלת ברמה הרבה יותר נמוכה מהמרצים, כמות סטודנטים סבירה (25-50)","מי שרוצה להתנסות יותר ממה שהחוג מציע צריך ליזום ולנסות להשתלב בדברים ה""לא רשמיים"" של החוג",7,1.0,5.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,מכיוון שרציתי ללמוד תיאטרון אך רציתי ללמוד זאת במקום המספק גם תואר וגם לימודי תיאטרון,יש מקום ליותר שיעורים מעשיים,הרמה די גבוהה,אני ממליצה להגיע ליום הפתוח ולדבר עם סטודנטים שכבר לומדים בחוג על מנת לקבל תמונת מצב,7,10.0,1.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,כי אני רוצה להעמיק את הידע בתיאטרון ובשביל החוויה,"יש תכנים מגוונים, מעשיים ועיוניים.",רמה גבוהה משקיעים בתלמיד,תבואו רעבים להצלחה,9,10.0,10.0,9
אוניברסיטת תל אביב,אומנות התיאטרון,"תיאטרון הוא תחום שעסקתי בו מגיל צעיר מאוד; חוגי דרמה, מגמת תיאטרון ביסודי ובתיכון והשתתפות בהצגות וקלטות ילדים שונות. תואר בתחום היה נראה ההמשך הטבעי. יחד עם זאת, לא הייתי בטוחה שארצה לעסוק רק בתיאטרון פר סה, ובחרתי גם ברב תחומי אומנויות, שמשלב קולנוע, מוזיקה ואומנות.","הייתי שמחה לעוד כמה קורסים מעשיים, שבהם מיישמים פרקטיקה תיאטרונית. לצערי, יש מעט שיעורים כאלה. ברב תחומי יש יותר מדי קורסים שלא שייכים באופן טהור לרב תחומי, אלא להיסטוריה כללית, או פילוסופיה, וזה קצת מעיק ללמוד דברים שלא תכננתי, ואז הרב תחומי תמיד קצת בפיגור כללי. אבל בסופו של דבר זה משתלם ומרחיבים אופקי ידע, אז הכל לטובה.","יש שיעורים עם מתרגלים, אך לא רבים. כמות הסטודנטים בשיעור ממש לעיתים רחוקות גדולה מדי. לרב הכיתות סבירות","זה כיף ונחמד ומעניין, אבל להבדיל מתואר יותר קונקרטי, העתיד המקצועי לוטה בערפל.",7,1.0,5.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,שני תחומים שיש לי בהם עניין,"הקורסים משתנים בין השנים, ציפיות לא ברורות לפני תחילת הלימודים.",משתנה בין קורס לקורס במזה''ת יש קורסים עם 300 ויותר סטודנטים בהרצאה ויש קורסים מצומצמים מאוד עד 10 ופחות...,פשוט לנסות להנות מהכל!,7,4.0,1.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,"כי תיאטרון זה הדבר שאני הכי אוהבת בעולם כולו, ואין דבר שאני יותר רוצה מלעסוק בתיאטרון וליצור תיאטרון.","החלק העיוני מדהים, החלק המעשי לוקה בחסר, בייחוד בתואר ראשון בקורסים שאינם מתמחים במשחק.","רמת הלימוד יחסית גבוהה, אבל בייחוד בפן העיוני-מחקרי.",להשקיע את כל מה שיש להם,8,10.0,5.0,8
