institute,field,why,expectations,level,advice,rating_value
EVR,מדעי התזונה,רציתי עבודה שעיקרה עזרה לאנשים.וזה היה אחד מהתחומים שנחשפתי אליהם.עניין אותי נושאי הלימוד ולכן נרשמתי לזה,הנושא מעניין אותי מאוד.השיעורים מעניין מלבד כמה מקצועות כללים כמו:כימיה אורגנית ופיזיקה שחשובים אבל נורא קשים ומעצבנים,"רמת לימודים גבוהה לרוב המתרגלים עוזרים להבין את מה שנלמד בשיעור אך לפעמים יש צורך בשיעור עזר נוספים על חשבון הסטודנט וחבל.כמות הסטודנטים בכל הרצה גבוהה בד""כ מעל 100 איש.",שיהיה להם ידע קודם בעיקר בכימיה ובבילוגיה.ושיבואו עם משמעת חזקה ללימודים היות והלימודים אינטנסיביים ויש צורך להשקיע המון בהם.,8
EVR,מדעי התזונה,כי זה תחום שמאוד עניין אותי,חשבתי שהרמה של המרצים תהא גבוהה יותר,ברוב במקצועות המתרגלים בכלל לא היו בבקיאים בחומר,שידעו שזה קשה!,5
EVR,מדעי התזונה,כי זה מה שמעניין אותי,הלימודים ברמה גבוהה,"יש מתרגלים שהם על הפנים, ולכן גם התרגולים נראים כך. אבל רוב התרגילים הם באמת עוזרים",להיות מוכנים ללימודים קשים...,7
EVR,מדעי התזונה,"תזונה זה תחום שצובר תאוצה בעיקר בימים אלו שבהם ההופעה החיצונית והבריאות תופסים מקום כה חשוב בחיינו (מדיה,קופות חולים וכד'...)בנוסף,באופן אישי,תמיד הייתי מודעת לאכילה והשפעתה עליי.
בחרתי את התחום כאופציה ב' לאחר שלא התקבלתי ללימודי רוקחות.","זו שאלה קצת מורכת לסטודנטית שסיימה שנה א' כי בשנה זו לומדים רק את המקצועות המדעיים הבסיסיים כמו כימיה,חדו""א,פיזיקיה וכד'...החל משנה ב' מתחילים ללמוד על תזונת האדם.","יש לקחת בחשבון (במידה והמתרגלים מותירים זאת) ללמוד אצל מתרגל השונה מזה ששובצת אליו במערכת השעות,לעיתים סטודנט ""מתחבר"" לשיטות הלימוד של מתרגל/ת מסויימ/ת.","למי שאין הרבה זמן לפני תחילת הלימודים-חובה לקחת קורס הכנה ב""עקרונות הכימיה"" של הפקולטה ואם אפשר אז גם בפיזיקה.
למי שיש זמן-אפשר דרך המדור ללימודי חוץ של האוניברסיטה לעשות קורס אחד או שניים במלואו!אני ממליצה ""עקרונות הכימיה""(שנה א' סמס' א',7 נק' זכות) ו""פיזיקה""(שנה א' סמס' ב',6 נקודות זכות) שהם יחסית קשים ושווים הרבה נקודות זכות.
עצה קטנה נוספת זה לעשות רק קורס בחירה אחד קטן, ממולץ קורס ""יסודות בכושר גופני"" בשנה א' שגם ככה דחוסה.
להתייעץ עם חברים/מכרים שכבר למדו/לומדים לתואר והכי חשוב לבוא בראש פתוח ולא להשוות עצמך לאחרים.
בהצלחה!!",10
EVR,מדעי התזונה,משום שתחום התזונה קרוב לי מעניין אותי והייתי רוצה לעסוק בו כמקצוע,סיימתי שנה א' שהיא בעיקרה מבואות ופחות קורסים העוסקים בתזונה ממש לכן עדיין אינני יכולה לענות על שאלה זו באופן שלם.,"לגבי מתרגלים יש ברמות שונות מאוד טובים וגם כאלו שממש לא! שעורי עזר ניתנו בעיקר ע""י מרצה אחד בקורס ספציפי בשאר הקורסים לא היו שעורי עזר. כמות הסטודנטים בהרצאה נעה בסביבות ה-100-120 אך יש גם קורסים עמוסים שמספר התלמידים כה גדול עד כי אין אולם שיכול להכיל את","ללמוד במהלך כל הסמסטר, להכין את המטלות ולחזור על החומר לפני כל הרצאה ולא ללמוד רק לפני הבחינה בסוף הסמסטר זה לא מספיק!",7
EVR,מדעי התזונה,אוהבת את התחום,"הנושאים הנלמדים מעוררים בי עניין כפי שציפיתי, אך רמת הקושי היא מעבר לציפיותיי.",המתרגלים מעבירים את החומר בצורה ברורה ובגובה העיניים ורוב המרצים מלמדים את החומר בצורה יסודית.,"קחו את הכל בקלות, המסלול קשה אבל בסוף מי שמשקיע מצליח",9
EVR,מדעי התזונה,התעסקות תמידית באוכל,"אני רק בתחילת דרכי, אז עוד לא יודעת.","לדעתי הרמה הנדרשת גבוה. טוב שכך, הדבר ממקצע. עם זאת, יש להערכתי לתת יותר שיעורי עזר ותרגול ע""מ להשלים את הפערים בין ההרצאות לבין רמת הידע הגבוה הדרושה בסופו של דבר","שיש לקחת בחשבון שישנה מעט עבודה בתחום זה בשוק. ויתר ל כך, ההמתנה להכשרה ראויה הינה בזויה!! עלינו לחכות בין שנתיים לשלוש עבור סטאז' שעליו משלמים אף יותר משכר של שנת לימודים שלמה!!!",9
EVR,מדעי התזונה,"הנושא מעניין אותי, ובנוסף גם פרקטי וחשוב, נושא שהולך ותופס תאוצה לאחרונה.","אני רק מסיימת שנה א, אז לא יכולה לקבוע..",הרמה טובה באופן כללי,לא להתייאש משנה א!,8
EVR,מדעי המחשב,רציתי להיות מתכנת.,למדתי איך לתכנת,לימדו אותי את מה שהייתי צריך,לעבוד קשה,7
EVR,מדעי המחשב,כי לא היה לי משהו אחר ללמוד,"לא ידעתי למה אני נכנסת. היה הרבה יותר מידי תאורטי ולא מספיק מעשי.
היה המון מתמטיקה ברמה של מתמטיקאים בשונה משאר המקומות שמלמדים מדיע המחשב.","סבלתי בתואר. רוב הקורסים היו משעממים ולא היה לי כמעט זמן לנשום בתואר. אך מצד שני, התואר לא באמת קשור למה שעושים אח""כ איתו.","תבדקו שזה באמת מה שאתם רוצים, ואם אתם רואים שלחוץ לכם, אפשר בהחלט לפרוס את התואר - לדחות קורסים משנה א' לשנה ב'.",2
EVR,מדעי המחשב,עבדתי בתחום ורציתי לקבל הכשרה כדי להתפתח,"מרגישה שהמסלול היה מתאים, אבל לא רכשתי מספיק ניסיון וידע פרקטי שיעזרו לי בעבודה בעתיד",הלימודים היו קשים מעבר למצופה. היתה הרגשה שלסטודנט אין למי לפנות ועם מי לדבר לפעמים,"הם צריכים להכין את עצמם ללימודים מאתגרים מאוד, שדורשים הרבה השקעה, אבל אם התחום באמת מעניין אותם, והם יתמידו ויעשו מאמצים, הם יצליחו :)",7
EVR,מדעי המחשב,"מאז ומתמיד ידעתי שאני אלמד את התחום, אין הנדסת תוכנה בעברית ולכן הלכתי על מדעי המחשב.","המסלול היה ברמה גבוהה , אך הקורסים במתמטיקה וכן הקורס באלגוריתמים ובמבני מחשבים ספרתי היו קשים יתר על המידה ולא לצורך","קשה יתר על המידה, לא בטוח ששווה את זה.","כדאי מאוד לעשות את המאמץ בשיפור בגרויות ופסיכומטרי כדי להגיע לאוניברסיטה, המכללות לא ברמה שתקבלו עבודה נורמלית אחרי זה.
האוניברסיטה העברית זה מקום שמאוד מאוד קשה להצליח בו, וזה לא מתאים לכל אחד. הרבה עוזבים והרבה נשארים בממוצעים בינוניים. מומלץ לבדוק עוד אופציות כגון באר שבע או בר אילן בהן הרמה טובה אך יותר שפויה.
למי שיש את היכולת כדאי בכל זאת ללמוד בעברית,כי זה ברמה הכי גבוהה.",8
EVR,מדעי המחשב,היה נשמע לי מעניין,"בינתיים המסלול לא מאוד מעניין, אבל יש ציפיות לעתיד",קשה ומאתגר (קצת יותר מידי),"שיהיו מוכנים לעבוד קשה, התואר מאוד עמוס (שכן אלו שני תארים לא קשורים לחלוטין)",7
EVR,מדעי המחשב,אני במסלול של תואר משולב במדעי המחשב ובצלאל. בחרתי את המסלול הזה כי שני התחומים מעניינים אותי ובעיקר השילוב של שינהם,קשה לומר בשלב בו אני נמצאת בתואר אבל בנתיים נראה שכן,הרמה גבוה ורצינית מאוד,לבוא מוכן לעבוד קשה,8
EVR,מדעי המחשב,אני ספציםית בחרתי במסלול לימודים המשחב תואר במדעי המחשב באוניברסיטה העברית ותואר בצילום בבצלאל. זוהי תוכנית מובנית אשר ענתה על הציםיות שלי מהבחינה שרציתי לשלב את הצד הריאלי עם ההומאני ושני תוומי לימוד שאני מאוד אוהבת ומתעניינת בהם.,אני מאוד מרוצה מהשילוב ומהלימודים עצמם. לא אומר שהם לא קשים אבל הם בהחלט עונים על הציפיות.,רמת הלימודים גבוהה וקשה אך זו המטרה.,אל תתיאשו זה באמת מבלול קשה אך שווה את זה ואם אחרים הצליחו גן אתם יכולים,9
